DATE,Point Name,Observer,Start,TempF,Wind,Sky,Noise,Species Code,Distance Band,Total Count,min 1,min 2,min 3,min 4,min 5,min 6,min 7,min 8,min 9,min 10,After
9/15/2016,Triangle_y15_2,TRF,7:30,67,2,2,1,GRCA,0-10 m,1,1,0,0,0,0,0,0,0,0,0,0
9/15/2016,Triangle_y15_2,TRF,7:30,67,2,2,1,EATO,11-25 m,1,1,0,0,0,0,0,0,0,0,0,0
9/15/2016,Triangle_y15_2,TRF,7:30,67,2,2,1,AMRO,25-50 m,1,0,1,0,0,0,0,0,0,0,0,0
9/15/2016,Triangle_y15_2,TRF,7:30,67,2,2,1,TUTI,25-50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/15/2016,Triangle_y15_2,TRF,7:30,67,2,2,1,RBWO,>50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/15/2016,Triangle_y15_2,TRF,7:30,67,2,2,1,NOCA,25-50 m,1,0,0,0,1,0,0,0,0,0,0,0
9/15/2016,Triangle_y15_2,TRF,7:30,67,2,2,1,AMCR,>50 m,1,0,0,0,1,0,0,0,0,0,0,0
9/15/2016,Triangle_y15_2,TRF,7:30,67,2,2,1,CANG,FO,10,0,0,0,0,10,0,0,0,0,0,0
9/15/2016,Triangle_y15_2,TRF,7:30,67,2,2,1,GRCA,11-25 m,1,0,0,0,0,0,0,1,0,0,0,0
9/15/2016,Triangle_y15_2,TRF,7:30,67,2,2,1,AMGO,>50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/15/2016,Triangle_y15_2,TRF,7:30,67,2,2,1,BLJA,>50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/15/2016,Triangle_y15_2,TRF,7:30,67,2,2,1,COYE,25-50 m,1,0,0,0,0,0,0,0,0,0,1,0
9/15/2016,Triangle_y15_1,TRF,7:45,67,2,2,1,NOCA,0-10 m,1,1,0,0,0,0,0,0,0,0,0,0
9/15/2016,Triangle_y15_1,TRF,7:45,67,2,2,1,BLJA,>50 m,3,0,2,0,0,0,1,0,0,0,0,0
9/15/2016,Triangle_y15_1,TRF,7:45,67,2,2,1,BRTH,11-25 m,1,0,1,0,0,0,0,0,0,0,0,0
9/15/2016,Triangle_y15_1,TRF,7:45,67,2,2,1,GRCA,0-10 m,1,0,0,1,0,0,0,0,0,0,0,0
9/15/2016,Triangle_y15_1,TRF,7:45,67,2,2,1,AMGO,FO,1,0,0,1,0,0,0,0,0,0,0,0
9/15/2016,Triangle_y15_1,TRF,7:45,67,2,2,1,TUTI,11-25 m,1,0,0,0,0,0,0,0,0,0,1,0
9/15/2016,Triangle_y15_1,TRF,7:45,67,2,2,1,NOCA,25-50 m,1,0,0,0,0,0,0,0,0,0,1,0
9/15/2016,Mowed_y0_3,TRF,8:00,68,3,1,1,NOCA,25-50 m,1,1,0,0,0,0,0,0,0,0,0,0
9/15/2016,Mowed_y0_3,TRF,8:00,68,3,1,1,TUVU,FO,1,1,0,0,0,0,0,0,0,0,0,0
9/15/2016,Mowed_y0_3,TRF,8:00,68,3,1,1,AMCR,>50 m,2,0,2,0,0,0,0,0,0,0,0,0
9/15/2016,Mowed_y0_3,TRF,8:00,68,3,1,1,HOFI,FO,2,0,1,1,0,0,0,0,0,0,0,0
9/15/2016,Mowed_y0_3,TRF,8:00,68,3,1,1,CAWR,>50 m,1,0,1,0,0,0,0,0,0,0,0,0
9/15/2016,Mowed_y0_3,TRF,8:00,68,3,1,1,EAWP,>50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/15/2016,Mowed_y0_3,TRF,8:00,68,3,1,1,BLJA,>50 m,2,0,0,0,2,0,0,0,0,0,0,0
9/15/2016,Mowed_y0_3,TRF,8:00,68,3,1,1,AMGO,>50 m,2,0,0,0,0,1,0,0,1,0,0,0
9/15/2016,Mowed_y0_3,TRF,8:00,68,3,1,1,RBWO,>50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/15/2016,Mowed_y0_3,TRF,8:00,68,3,1,1,HOWR,25-50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/15/2016,Mowed_y0_3,TRF,8:00,68,3,1,1,MODO,25-50 m,2,0,0,0,0,0,0,0,2,0,0,0
9/15/2016,Mowed_y0_3,TRF,8:00,68,3,1,1,SOSP,25-50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/15/2016,Mowed_y0_3,TRF,8:00,68,3,1,1,PAWA,25-50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/15/2016,Mowed_y0_4,TRF,8:13,68,3,1,1,AMCR,>50 m,2,2,0,0,0,0,0,0,0,0,0,0
9/15/2016,Mowed_y0_4,TRF,8:13,68,3,1,1,AMGO,FO,1,1,0,0,0,0,0,0,0,0,0,0
9/15/2016,Mowed_y0_4,TRF,8:13,68,3,1,1,BLJA,>50 m,2,2,0,0,0,0,0,0,0,0,0,0
9/15/2016,Mowed_y0_4,TRF,8:13,68,3,1,1,REVI,>50 m,1,0,1,0,0,0,0,0,0,0,0,0
9/15/2016,Mowed_y0_4,TRF,8:13,68,3,1,1,TUVU,FO,2,0,0,2,0,0,0,0,0,0,0,0
9/15/2016,Mowed_y0_4,TRF,8:13,68,3,1,1,TUTI,>50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/15/2016,Mowed_y0_4,TRF,8:13,68,3,1,1,GRCA,>50 m,1,0,0,0,0,0,0,0,1,0,0,0
9/15/2016,Fox_Den_y5_2,TRF,8:38,70,2,1,1,AMCR,>50 m,2,2,0,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_2,TRF,8:38,70,2,1,1,BLJA,>50 m,2,2,0,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_2,TRF,8:38,70,2,1,1,RTHA,>50 m,2,0,0,1,0,0,0,1,0,0,0,0
9/15/2016,Fox_Den_y5_2,TRF,8:38,70,2,1,1,HOFI,FO,2,0,0,0,2,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_2,TRF,8:38,70,2,1,1,SOSP,11-25 m,1,0,0,0,0,0,0,1,0,0,0,0
9/15/2016,Fox_Den_y5_2,TRF,8:38,70,2,1,1,BLVU,FO,1,0,0,0,0,0,0,0,1,0,0,0
9/15/2016,Fox_Den_y5_2,TRF,8:38,70,2,1,1,TUVU,FO,3,0,0,0,0,0,0,0,1,2,0,0
9/15/2016,Fox_Den_y5_2,TRF,8:38,70,2,1,1,CACH,>50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/15/2016,Fox_Den_y5_2,TRF,8:38,70,2,1,1,TUTI,>50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/15/2016,Fox_Den_y5_2,TRF,8:38,70,2,1,1,NOFL,>50 m,1,0,0,0,0,0,0,0,0,0,1,0
9/15/2016,Fox_Den_y5_2,TRF,8:38,70,2,1,1,RBWO,>50 m,1,0,0,0,0,0,0,0,0,0,1,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,EABL,11-25 m,4,0,4,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,EAPH,0-10 m,2,0,0,2,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,HOWR,11-25 m,1,0,0,1,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,TUVU,FO,4,4,0,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,AMCR,>50 m,24,6,0,0,0,0,0,18,0,0,0,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,EUST,11-25 m,1,0,0,0,1,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,SOSP,11-25 m,1,0,0,0,1,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,SOSP,25-50 m,1,0,0,0,0,1,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,CAWR,>50 m,1,0,0,0,0,0,1,0,0,0,0,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,ROPI,FO,26,0,2,0,0,0,24,0,0,0,0,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,AMGO,FO,2,0,0,0,2,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,BLJA,>50 m,3,0,0,0,0,0,0,2,0,1,0,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,BWHA,>50 m,1,0,0,0,0,0,0,0,1,0,0,0
9/15/2016,Fox_Den_y5_3,TRF,8:54,70,3,1,1,RBWO,>50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/15/2016,Fox_Den_y5_1,TRF,9:11,69,2,1,1,EABL,>50 m,2,2,0,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_1,TRF,9:11,69,2,1,1,AMCR,>50 m,8,0,8,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_1,TRF,9:11,69,2,1,1,BLJA,>50 m,4,0,4,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_1,TRF,9:11,69,2,1,1,CAWR,>50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_1,TRF,9:11,69,2,1,1,EUST,25-50 m,2,0,0,1,0,0,0,1,0,0,0,0
9/15/2016,Fox_Den_y5_1,TRF,9:11,69,2,1,1,EABL,25-50 m,4,0,0,0,4,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_1,TRF,9:11,69,2,1,1,HOFI,FO,6,0,0,0,0,6,0,0,0,0,0,0
9/15/2016,Fox_Den_y5_1,TRF,9:11,69,2,1,1,TUVU,FO,2,0,0,0,0,0,2,0,0,0,0,0
9/15/2016,Fox_Den_y5_1,TRF,9:11,69,2,1,1,NOFL,>50 m,1,0,0,0,0,0,0,0,1,0,0,0
9/15/2016,Fox_Den_y3_4,TRF,9:30,71,3,0,1,SOSP,0-10 m,4,4,0,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_4,TRF,9:30,71,3,0,1,SOSP,11-25 m,4,4,0,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_4,TRF,9:30,71,3,0,1,GRCA,11-25 m,1,0,1,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_4,TRF,9:30,71,3,0,1,AMGO,25-50 m,5,0,0,5,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_4,TRF,9:30,71,3,0,1,NOFL,>50 m,1,0,0,0,1,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_4,TRF,9:30,71,3,0,1,GRCA,25-50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/15/2016,Fox_Den_y3_4,TRF,9:30,71,3,0,1,HOFI,25-50 m,1,0,0,0,0,0,0,0,1,0,0,0
9/15/2016,Fox_Den_y3_4,TRF,9:30,71,3,0,1,BLJA,>50 m,1,0,0,0,0,0,0,0,0,0,1,0
9/15/2016,Fox_Den_y3_1,TRF,9:42,70,3,0,1,HOWR,11-25 m,1,1,0,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_1,TRF,9:42,70,3,0,1,CAWR,25-50 m,1,0,1,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_1,TRF,9:42,70,3,0,1,CACH,>50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_1,TRF,9:42,70,3,0,1,GRCA,11-25 m,2,0,1,0,1,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_1,TRF,9:42,70,3,0,1,RTHU,0-10 m,1,0,0,0,1,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_1,TRF,9:42,70,3,0,1,AMGO,FO,2,0,0,0,0,2,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_1,TRF,9:42,70,3,0,1,BLJA,>50 m,2,0,0,0,0,0,2,0,0,0,0,0
9/15/2016,Fox_Den_y3_1,TRF,9:42,70,3,0,1,CACH,25-50 m,1,0,0,0,0,0,1,0,0,0,0,0
9/15/2016,Fox_Den_y3_1,TRF,9:42,70,3,0,1,SOSP,25-50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/15/2016,Fox_Den_y3_1,TRF,9:42,70,3,0,1,NOCA,11-25 m,1,0,0,0,0,0,0,0,1,0,0,0
9/15/2016,Fox_Den_y3_3,TRF,9:58,70,2,0,1,SOSP,0-10 m,5,5,0,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_3,TRF,9:58,70,2,0,1,INBU,0-10 m,2,1,1,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_3,TRF,9:58,70,2,0,1,COYE,11-25 m,1,0,1,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_3,TRF,9:58,70,2,0,1,AMGO,25-50 m,2,0,0,0,2,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_3,TRF,9:58,70,2,0,1,TUTI,>50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_3,TRF,9:58,70,2,0,1,CAWR,>50 m,1,0,0,0,1,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_3,TRF,9:58,70,2,0,1,GBHE,FO,1,0,0,0,1,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_3,TRF,9:58,70,2,0,1,GRCA,25-50 m,1,0,0,0,0,1,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_3,TRF,9:58,70,2,0,1,AMCR,>50 m,2,0,0,0,2,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y3_3,TRF,9:58,70,2,0,1,AMGO,11-25 m,2,0,0,0,0,0,2,0,0,0,0,0
9/15/2016,Fox_Den_y3_3,TRF,9:58,70,2,0,1,AMRO,>50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/15/2016,Fox_Den_y3_3,TRF,9:58,70,2,0,1,EUST,FO,1,0,0,0,0,0,0,0,1,0,0,0
9/15/2016,Fox_Den_y7_2,TRF,10:14,71,2,0,1,SOSP,0-10 m,3,1,0,0,0,0,2,0,0,0,0,0
9/15/2016,Fox_Den_y7_2,TRF,10:14,71,2,0,1,GRCA,11-25 m,1,0,1,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y7_2,TRF,10:14,71,2,0,1,BLJA,>50 m,2,0,0,2,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y7_2,TRF,10:14,71,2,0,1,AMGO,25-50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y7_2,TRF,10:14,71,2,0,1,TUVU,FO,1,0,0,0,1,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y7_2,TRF,10:14,71,2,0,1,HOWR,0-10 m,1,0,0,0,0,0,0,1,0,0,0,0
9/15/2016,Fox_Den_y7_2,TRF,10:14,71,2,0,1,CACH,11-25 m,1,0,0,0,0,0,0,0,1,0,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,SOSP,25-50 m,1,1,0,0,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,AMGO,>50 m,3,0,1,0,2,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,TUVU,FO,7,0,1,6,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,BLJA,>50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,AMCR,FO,6,0,0,6,0,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,EUST,FO,20,0,0,0,20,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,BLVU,FO,2,0,0,0,2,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,HOFI,FO,1,0,0,0,1,0,0,0,0,0,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,RSHA,FO,3,0,0,0,0,1,2,0,0,0,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,AMGO,FO,12,0,0,0,0,0,0,12,0,0,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,COYE,25-50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,CHSW,FO,1,0,0,0,0,0,0,0,1,0,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,MODO,>50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/15/2016,Fox_Den_y0_1,TRF,10:41,72,3,0,1,CAWR,25-50 m,1,0,0,0,0,0,0,0,0,0,1,0
9/21/2016,Maintenance_No_Planting,TRF,6:54,64,0,2,0,FISP,0-10 m,2,2,0,0,0,0,0,0,0,0,0,0
9/21/2016,Maintenance_No_Planting,TRF,6:54,64,0,2,0,CAWR,25-50 m,1,0,1,0,0,0,0,0,0,0,0,0
9/21/2016,Maintenance_No_Planting,TRF,6:54,64,0,2,0,INBU,11-25 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,Maintenance_No_Planting,TRF,6:54,64,0,2,0,AMCR,FO,3,0,0,0,0,3,0,0,0,0,0,0
9/21/2016,Maintenance_No_Planting,TRF,6:54,64,0,2,0,CANG,FO,1,0,0,0,0,0,1,0,0,0,0,0
9/21/2016,Maintenance_No_Planting,TRF,6:54,64,0,2,0,GRCA,25-50 m,1,0,0,0,0,0,1,0,0,0,0,0
9/21/2016,Maintenance_No_Planting,TRF,6:54,64,0,2,0,COYE,11-25 m,1,0,0,0,1,0,0,0,0,0,0,0
9/21/2016,Maintenance_No_Planting,TRF,6:54,64,0,2,0,EUST,FO,2,0,0,0,0,0,0,2,0,0,0,0
9/21/2016,Maintenance_No_Planting,TRF,6:54,64,0,2,0,AMGO,FO,2,0,0,0,0,0,0,2,0,0,0,0
9/21/2016,Maintenance_No_Planting,TRF,6:54,64,0,2,0,UNWA,FO,1,0,0,0,0,0,0,0,1,0,0,0
9/21/2016,Maintenance_No_Planting,TRF,6:54,64,0,2,0,HOWR,11-25 m,1,0,0,0,0,0,0,0,0,1,0,0
9/21/2016,Maintenance_No_Planting,TRF,6:54,64,0,2,0,PIWO,>50 m,1,0,0,0,0,0,0,0,0,0,1,0
9/21/2016,No_Planting_No_Maintenance,TRF,7:08,65,0,2,0,GRCA,0-10 m,1,1,0,0,0,0,0,0,0,0,0,0
9/21/2016,No_Planting_No_Maintenance,TRF,7:08,65,0,2,0,GRCA,11-25 m,1,0,1,0,0,0,0,0,0,0,0,0
9/21/2016,No_Planting_No_Maintenance,TRF,7:08,65,0,2,0,INBU,25-50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,No_Planting_No_Maintenance,TRF,7:08,65,0,2,0,EABL,FO,3,0,0,0,3,0,0,0,0,0,0,0
9/21/2016,No_Planting_No_Maintenance,TRF,7:08,65,0,2,0,EUST,FO,2,0,0,0,2,0,0,0,0,0,0,0
9/21/2016,No_Planting_No_Maintenance,TRF,7:08,65,0,2,0,NOCA,25-50 m,1,0,0,0,0,0,1,0,0,0,0,0
9/21/2016,No_Planting_No_Maintenance,TRF,7:08,65,0,2,0,TUTI,>50 m,1,0,0,0,0,0,0,1,0,0,0,0
9/21/2016,No_Planting_No_Maintenance,TRF,7:08,65,0,2,0,UNWA,FO,2,0,0,0,0,0,0,0,2,0,0,0
9/21/2016,No_Planting_No_Maintenance,TRF,7:08,65,0,2,0,COYE,25-50 m,1,0,0,0,0,0,0,0,0,1,0,0
9/21/2016,No_Planting_No_Maintenance,TRF,7:08,65,0,2,0,AMCR,>50 m,2,0,0,0,0,0,0,0,2,0,0,0
9/21/2016,No_Planting_No_Maintenance,TRF,7:08,65,0,2,0,BLJA,>50 m,2,0,0,0,0,0,0,0,0,2,0,0
9/21/2016,No_Planting_No_Maintenance,TRF,7:08,65,0,2,0,AMRO,FO,0,0,0,0,0,0,0,0,0,0,0,22
9/21/2016,Original_y25_1,TRF,7:24,66,0,2,0,NOCA,0-10 m,1,1,0,0,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_1,TRF,7:24,66,0,2,0,NOCA,11-25 m,2,0,2,0,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_1,TRF,7:24,66,0,2,0,GRCA,0-10 m,1,1,0,0,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_1,TRF,7:24,66,0,2,0,GRCA,11-25 m,2,0,2,0,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_1,TRF,7:24,66,0,2,0,GRCA,25-50 m,1,0,0,1,0,0,0,0,0,0,0,0
9/21/2016,Original_y25_1,TRF,7:24,66,0,2,0,TUTI,25-50 m,2,0,0,2,0,0,0,0,0,0,0,0
